Facility,Date,Year,Wx,Vol,Eqpt,Rwy,Other,Other,Other,Total
IAD,2020-10-01,2020,0,0,0,0,0,0,0,0
IAD,2020-11-01,2020,0,0,0,0,0,0,2,2
IAD,2020-12-01,2020,0,0,0,0,0,0,1,1
IAD,2021-01-01,2021,0,0,0,0,0,1,1,2
IAD,2021-02-01,2021,0,0,0,0,0,0,1,1
IAD,2021-03-01,2021,0,0,0,0,0,0,2,2
IAD,2021-04-01,2021,0,0,0,0,0,0,0,0
IAD,2021-05-01,2021,0,0,0,0,0,0,1,1
IAD,2021-06-01,2021,7,0,0,0,0,0,4,11
IAD,2021-07-01,2021,17,5,0,1,0,2,4,29
IAD,2021-08-01,2021,6,2,0,0,1,1,2,12
IAD,2021-09-01,2021,3,1,0,2,0,0,3,9
IAD,2021-10-01,2021,2,0,0,0,0,0,5,7
IAD,2021-11-01,2021,0,0,0,0,0,1,0,1
IAD,2021-12-01,2021,0,1,0,0,0,0,3,4
IAD,2022-01-01,2022,0,0,0,0,0,1,8,9
IAD,2022-02-01,2022,8,2,0,0,0,0,3,13
IAD,2022-03-01,2022,11,0,0,0,0,0,1,12
IAD,2022-04-01,2022,11,1,0,0,0,1,1,14
IAD,2022-05-01,2022,7,6,0,0,0,0,2,15
IAD,2022-06-01,2022,17,5,0,0,0,0,1,23
IAD,2022-07-01,2022,14,2,0,0,0,3,7,26
IAD,2022-08-01,2022,32,8,0,0,4,4,6,54
IAD,2022-09-01,2022,6,1,0,0,0,0,0,7
IAD,2022-10-01,2022,0,1,0,0,0,2,1,4
IAD,2022-11-01,2022,3,0,0,0,1,2,3,9
IAD,2022-12-01,2022,1,1,0,0,0,0,2,4
IAD,2023-01-01,2023,0,1,5,0,0,1,3,10
IAD,2023-02-01,2023,1,0,0,0,0,0,2,3
IAD,2023-03-01,2023,0,0,0,0,0,0,1,1
IAD,2023-04-01,2023,6,3,0,2,0,3,2,16
IAD,2023-05-01,2023,0,0,0,0,0,0,2,2
IAD,2023-06-01,2023,2,0,0,0,0,7,4,13
IAD,2023-07-01,2023,15,1,0,0,0,1,4,21
IAD,2023-08-01,2023,2,1,0,0,0,6,8,17
IAD,2023-09-01,2023,31,2,0,0,0,10,9,52
IAD,2023-10-01,2023,0,0,0,0,0,0,2,2
IAD,2023-11-01,2023,0,0,0,0,0,0,0,0
IAD,2023-12-01,2023,0,0,0,0,0,0,0,0
IAD,2024-01-01,2024,4,0,0,0,0,0,0,4
IAD,2024-02-01,2024,0,0,0,0,0,0,0,0
IAD,2024-03-01,2024,3,2,0,0,0,0,0,5
IAD,2024-04-01,2024,4,3,0,0,0,0,2,9
IAD,2024-05-01,2024,2,0,0,0,0,0,0,2
IAD,2024-06-01,2024,8,1,0,1,0,3,3,16
IAD,2024-07-01,2024,5,0,0,0,0,6,2,13
IAD,2024-08-01,2024,18,2,1,0,3,16,8,48
IAD,2024-09-01,2024,1,4,0,2,1,4,3,15
IAD,2024-10-01,2024,1,1,0,0,0,1,18,21
IAD,2024-11-01,2024,0,0,0,0,0,0,0,0
IAD,2024-12-01,2024,0,0,0,0,0,0,0,0
IAH,2015-01-01,2015,12,1,0,0,0,1,4,18
IAH,2015-02-01,2015,28,9,0,6,3,1,13,60
IAH,2015-03-01,2015,5,8,0,0,0,15,31,59
IAH,2015-04-01,2015,11,4,0,1,0,2,9,27
IAH,2015-05-01,2015,72,17,0,0,0,3,9,101
IAH,2015-06-01,2015,57,10,1,1,2,1,14,86
IAH,2015-07-01,2015,23,11,0,1,0,2,16,53
IAH,2015-08-01,2015,44,5,0,1,0,0,7,57
IAH,2015-09-01,2015,9,3,0,1,0,0,3,16
IAH,2015-10-01,2015,20,4,0,1,0,2,9,36
IAH,2015-11-01,2015,13,3,0,0,0,2,11,29
IAH,2015-12-01,2015,6,1,0,0,0,0,18,25
IAH,2016-01-01,2016,2,5,0,0,0,1,18,26
IAH,2016-02-01,2016,2,1,0,1,0,0,9,13
IAH,2016-03-01,2016,36,7,0,5,0,0,4,52
IAH,2016-04-01,2016,67,10,0,0,0,3,12,92
IAH,2016-05-01,2016,32,8,0,1,1,0,1,43
IAH,2016-06-01,2016,78,23,0,0,2,0,34,137
IAH,2016-07-01,2016,59,11,0,1,4,0,19,94
IAH,2016-08-01,2016,18,9,0,0,0,0,10,37
IAH,2016-09-01,2016,2,1,0,1,2,0,3,9
IAH,2016-10-01,2016,1,0,0,0,0,0,3,4
IAH,2016-11-01,2016,0,0,0,0,0,1,2,3
IAH,2016-12-01,2016,14,1,0,0,0,0,18,33
IAH,2017-01-01,2017,6,3,0,0,0,4,6,19
IAH,2017-02-01,2017,3,3,0,0,1,0,3,10
IAH,2017-03-01,2017,6,2,0,0,1,0,5,14
IAH,2017-04-01,2017,1,4,0,0,0,0,3,8
IAH,2017-05-01,2017,24,8,0,1,1,0,24,58
IAH,2017-06-01,2017,10,6,0,1,0,1,8,26
IAH,2017-07-01,2017,9,0,0,0,0,2,6,17
IAH,2017-08-01,2017,44,6,0,0,1,0,4,55
IAH,2017-09-01,2017,22,64,0,5,6,342,55,494
IAH,2017-10-01,2017,8,1,0,0,0,1,1,11
IAH,2017-11-01,2017,0,0,0,0,0,0,0,0
IAH,2017-12-01,2017,1,1,0,0,5,3,2,12
IAH,2018-01-01,2018,79,25,0,0,3,1,24,132
IAH,2018-02-01,2018,6,5,0,0,0,0,2,13
IAH,2018-03-01,2018,27,15,0,0,0,3,1,46
IAH,2018-04-01,2018,5,2,0,1,1,0,1,10
IAH,2018-05-01,2018,10,4,0,0,0,0,1,15
IAH,2018-06-01,2018,5,2,0,0,0,3,2,12
IAH,2018-07-01,2018,16,1,0,0,0,5,3,25
IAH,2018-08-01,2018,17,4,0,0,0,3,4,28
IAH,2018-09-01,2018,8,7,0,0,0,3,2,20
IAH,2018-10-01,2018,5,0,0,0,1,0,4,10
IAH,2018-11-01,2018,2,1,0,0,0,0,1,4
IAH,2018-12-01,2018,17,4,0,1,0,4,5,31
IAH,2019-01-01,2019,9,4,0,0,0,1,4,18
IAH,2019-02-01,2019,7,8,0,0,1,0,1,17
IAH,2019-03-01,2019,1,5,0,2,0,0,1,9
IAH,2019-04-01,2019,15,7,0,2,2,5,4,35
IAH,2019-05-01,2019,38,11,0,1,1,1,20,72
IAH,2019-06-01,2019,33,14,1,1,1,9,14,73
IAH,2019-07-01,2019,25,8,0,3,0,7,6,49
IAH,2019-08-01,2019,8,19,0,1,1,1,8,38
IAH,2019-09-01,2019,12,30,0,79,4,31,3,159
IAH,2019-10-01,2019,18,1,0,3,0,0,1,23
IAH,2019-11-01,2019,6,1,0,0,0,0,2,9
IAH,2019-12-01,2019,2,1,0,0,0,0,2,5
IAH,2020-01-01,2020,3,0,0,0,0,2,8,13
IAH,2020-02-01,2020,2,1,0,0,0,0,1,4
IAH,2020-03-01,2020,1,1,0,0,8,2,4,16
IAH,2020-04-01,2020,0,0,0,0,0,0,3,3
IAH,2020-05-01,2020,0,0,0,0,0,0,0,0
IAH,2020-06-01,2020,0,0,0,0,0,1,0,1
IAH,2020-07-01,2020,0,0,0,0,0,0,1,1
IAH,2020-08-01,2020,0,0,0,0,0,0,7,7
IAH,2020-09-01,2020,0,1,0,0,0,2,19,22
IAH,2020-10-01,2020,0,0,0,0,0,0,2,2
IAH,2020-11-01,2020,0,0,0,0,0,0,1,1
IAH,2020-12-01,2020,0,0,0,0,1,1,2,4
IAH,2021-01-01,2021,0,1,0,0,0,0,2,3
IAH,2021-02-01,2021,2,1,0,0,0,14,10,27
IAH,2021-03-01,2021,3,1,0,0,0,0,0,4
IAH,2021-04-01,2021,0,0,0,0,0,0,0,0
IAH,2021-05-01,2021,2,0,0,1,0,0,0,3
IAH,2021-06-01,2021,4,1,0,0,0,0,2,7
IAH,2021-07-01,2021,11,12,0,0,4,0,3,30
IAH,2021-08-01,2021,3,2,0,0,0,0,3,8
IAH,2021-09-01,2021,8,0,0,2,0,1,3,14
IAH,2021-10-01,2021,10,1,0,0,0,0,6,17
IAH,2021-11-01,2021,0,0,0,0,0,0,1,1
IAH,2021-12-01,2021,1,2,0,0,0,0,9,12
IAH,2022-01-01,2022,2,2,0,2,0,0,5,11
IAH,2022-02-01,2022,5,1,0,1,0,0,2,9
IAH,2022-03-01,2022,4,1,0,0,0,1,3,9
IAH,2022-04-01,2022,5,3,0,2,0,3,3,16
IAH,2022-05-01,2022,7,0,0,0,1,0,2,10
IAH,2022-06-01,2022,12,5,0,0,3,3,3,26
IAH,2022-07-01,2022,4,1,0,1,0,0,2,8
IAH,2022-08-01,2022,17,1,0,0,1,10,6,35
IAH,2022-09-01,2022,1,0,0,0,0,0,1,2
IAH,2022-10-01,2022,4,1,0,0,0,3,7,15
IAH,2022-11-01,2022,2,0,0,0,0,1,4,7
IAH,2022-12-01,2022,1,0,0,0,0,0,0,1
IAH,2023-01-01,2023,0,1,6,0,0,12,3,22
IAH,2023-02-01,2023,1,1,0,0,0,0,1,3
IAH,2023-03-01,2023,0,0,0,3,0,0,2,5
IAH,2023-04-01,2023,8,6,0,4,0,0,1,19
IAH,2023-05-01,2023,7,2,0,0,0,0,3,12
IAH,2023-06-01,2023,6,3,0,0,0,5,11,25
IAH,2023-07-01,2023,10,1,0,0,0,7,12,30
IAH,2023-08-01,2023,0,6,0,0,0,3,5,14
IAH,2023-09-01,2023,13,1,1,0,0,3,3,21
IAH,2023-10-01,2023,0,0,0,0,0,0,1,1
IAH,2023-11-01,2023,0,1,0,0,0,0,0,1
IAH,2023-12-01,2023,0,0,0,0,0,0,1,1
IAH,2024-01-01,2024,20,1,0,5,0,1,6,33
IAH,2024-02-01,2024,2,0,0,0,0,0,1,3
IAH,2024-03-01,2024,6,2,0,1,0,0,1,10
IAH,2024-04-01,2024,2,2,0,1,0,1,3,9
IAH,2024-05-01,2024,9,2,0,1,0,0,6,18
IAH,2024-06-01,2024,14,0,0,1,0,0,10,25
IAH,2024-07-01,2024,89,91,0,15,3,288,10,496
IAH,2024-08-01,2024,8,1,0,0,0,9,4,22
IAH,2024-09-01,2024,7,11,0,0,1,13,10,42
IAH,2024-10-01,2024,1,3,0,0,0,0,28,32
IAH,2024-11-01,2024,1,0,0,0,1,0,1,3
IAH,2024-12-01,2024,2,0,0,0,0,0,1,3
JFK,2015-01-01,2015,2,12,0,0,0,2,16,32
JFK,2015-02-01,2015,17,1,0,1,0,4,7,30
JFK,2015-03-01,2015,14,11,0,88,0,0,8,121
JFK,2015-04-01,2015,8,4,0,47,1,0,3,63
JFK,2015-05-01,2015,40,5,0,9,3,0,1,58
JFK,2015-06-01,2015,63,6,0,2,0,0,2,73
JFK,2015-07-01,2015,35,2,0,0,0,0,2,39
JFK,2015-08-01,2015,27,9,1,0,0,0,3,40
JFK,2015-09-01,2015,18,1,0,0,0,0,0,19
JFK,2015-10-01,2015,15,2,0,3,0,1,1,22
JFK,2015-11-01,2015,21,9,0,1,4,1,1,37
JFK,2015-12-01,2015,8,2,0,0,0,0,0,10
JFK,2016-01-01,2016,11,10,0,0,0,5,13,39
JFK,2016-02-01,2016,36,1,0,0,0,0,0,37
JFK,2016-03-01,2016,0,0,0,0,0,0,0,0
JFK,2016-04-01,2016,6,3,0,0,0,0,3,12
JFK,2016-05-01,2016,0,0,0,0,0,0,0,0
JFK,2016-06-01,2016,17,3,0,0,0,0,1,21
JFK,2016-07-01,2016,106,6,1,0,0,2,12,127
JFK,2016-08-01,2016,56,11,0,0,1,0,2,70
JFK,2016-09-01,2016,1,1,0,1,0,0,1,4
JFK,2016-10-01,2016,1,0,0,0,0,0,0,1
JFK,2016-11-01,2016,0,0,0,0,0,0,0,0
JFK,2016-12-01,2016,1,1,0,0,0,0,0,2
JFK,2017-01-01,2017,25,3,0,1,0,0,4,33
JFK,2017-02-01,2017,12,1,1,1,0,0,0,15
JFK,2017-03-01,2017,58,7,0,3,3,1,7,79
JFK,2017-04-01,2017,47,8,0,1,0,0,4,60
JFK,2017-05-01,2017,77,14,0,24,6,1,5,127
JFK,2017-06-01,2017,25,1,0,5,0,0,1,32
JFK,2017-07-01,2017,71,14,0,0,0,2,14,101
JFK,2017-08-01,2017,73,11,0,0,2,1,4,91
JFK,2017-09-01,2017,4,16,0,25,5,1,11,62
JFK,2017-10-01,2017,12,12,0,64,1,0,7,96
JFK,2017-11-01,2017,0,0,0,1,0,0,0,1
JFK,2017-12-01,2017,1,2,0,0,3,0,0,6
JFK,2018-01-01,2018,116,50,5,0,14,58,23,266
JFK,2018-02-01,2018,37,17,0,0,0,12,7,73
JFK,2018-03-01,2018,29,17,0,0,2,0,7,55
JFK,2018-04-01,2018,58,17,0,2,0,0,4,81
JFK,2018-05-01,2018,26,6,0,0,0,4,1,37
JFK,2018-06-01,2018,28,9,0,0,0,6,1,44
JFK,2018-07-01,2018,293,15,0,0,0,6,2,316
JFK,2018-08-01,2018,397,47,0,2,6,14,9,475
JFK,2018-09-01,2018,15,5,0,1,0,4,2,27
JFK,2018-10-01,2018,5,0,0,0,0,0,1,6
JFK,2018-11-01,2018,34,4,0,0,0,2,0,40
JFK,2018-12-01,2018,24,3,0,1,0,2,1,31
JFK,2019-01-01,2019,41,6,0,0,0,0,3,50
JFK,2019-02-01,2019,29,4,0,0,0,1,2,36
JFK,2019-03-01,2019,3,0,0,0,0,1,2,6
JFK,2019-04-01,2019,86,23,0,72,1,6,1,189
JFK,2019-05-01,2019,47,7,0,1,0,0,3,58
JFK,2019-06-01,2019,51,6,0,0,1,0,2,60
JFK,2019-07-01,2019,177,22,0,3,1,5,4,212
JFK,2019-08-01,2019,158,24,0,2,0,0,3,187
JFK,2019-09-01,2019,15,3,0,3,0,0,0,21
JFK,2019-10-01,2019,10,11,0,56,0,0,0,77
JFK,2019-11-01,2019,3,0,0,0,0,0,0,3
JFK,2019-12-01,2019,16,1,0,0,0,4,1,22
JFK,2020-01-01,2020,2,0,0,0,0,0,1,3
JFK,2020-02-01,2020,2,0,0,0,0,0,0,2
JFK,2020-03-01,2020,0,15,0,0,23,0,1,39
JFK,2020-04-01,2020,0,0,0,0,0,0,1,1
JFK,2020-05-01,2020,0,0,0,0,0,0,0,0
JFK,2020-06-01,2020,0,0,0,0,0,0,0,0
JFK,2020-07-01,2020,0,0,0,0,0,0,0,0
JFK,2020-08-01,2020,1,0,0,0,0,0,0,1
JFK,2020-09-01,2020,0,0,0,0,0,0,0,0
JFK,2020-10-01,2020,0,0,0,0,0,0,1,1
JFK,2020-11-01,2020,0,0,0,0,0,0,0,0
JFK,2020-12-01,2020,3,2,0,0,2,0,3,10
JFK,2021-01-01,2021,0,0,0,0,0,0,1,1
JFK,2021-02-01,2021,0,0,0,0,0,0,0,0
JFK,2021-03-01,2021,0,0,0,0,0,0,0,0
JFK,2021-04-01,2021,0,0,0,0,0,1,1,2
JFK,2021-05-01,2021,0,0,0,0,0,0,0,0
JFK,2021-06-01,2021,5,3,0,0,0,1,2,11
JFK,2021-07-01,2021,20,12,0,0,1,3,14,50
JFK,2021-08-01,2021,4,0,0,0,0,1,0,5
JFK,2021-09-01,2021,25,4,0,2,0,10,2,43
JFK,2021-10-01,2021,1,1,0,0,0,0,1,3
JFK,2021-11-01,2021,1,2,0,1,0,0,0,4
JFK,2021-12-01,2021,0,1,0,0,0,0,2,3
JFK,2022-01-01,2022,2,1,0,0,0,0,4,7
JFK,2022-02-01,2022,3,0,0,0,0,0,3,6
JFK,2022-03-01,2022,10,9,0,0,0,3,17,39
JFK,2022-04-01,2022,41,2,0,0,0,9,6,58
JFK,2022-05-01,2022,91,37,0,0,0,13,7,148
JFK,2022-06-01,2022,162,44,0,0,1,22,6,235
JFK,2022-07-01,2022,110,34,0,1,3,28,7,183
JFK,2022-08-01,2022,123,41,0,0,41,23,10,238
JFK,2022-09-01,2022,34,2,0,0,2,0,2,40
JFK,2022-10-01,2022,11,3,0,0,0,1,8,23
JFK,2022-11-01,2022,12,5,0,0,0,0,17,34
JFK,2022-12-01,2022,8,0,0,0,0,9,6,23
JFK,2023-01-01,2023,14,4,4,0,0,1,4,27
JFK,2023-02-01,2023,1,0,0,0,0,0,5,6
JFK,2023-03-01,2023,3,0,0,0,0,0,6,9
JFK,2023-04-01,2023,104,12,0,2,1,4,7,130
JFK,2023-05-01,2023,0,0,0,0,0,1,2,3
JFK,2023-06-01,2023,243,11,0,2,0,39,11,306
JFK,2023-07-01,2023,464,30,0,4,0,30,18,546
JFK,2023-08-01,2023,24,13,0,0,0,6,4,47
JFK,2023-09-01,2023,264,12,0,7,1,13,6,303
JFK,2023-10-01,2023,0,0,0,0,0,0,0,0
JFK,2023-11-01,2023,0,0,0,0,0,0,0,0
JFK,2023-12-01,2023,6,1,0,0,0,0,1,8
JFK,2024-01-01,2024,19,2,0,0,0,7,9,37
JFK,2024-02-01,2024,15,0,0,0,0,0,10,25
JFK,2024-03-01,2024,3,1,0,1,2,0,1,8
JFK,2024-04-01,2024,36,3,0,0,0,5,3,47
JFK,2024-05-01,2024,29,3,0,0,12,0,1,45
JFK,2024-06-01,2024,174,8,0,3,1,15,10,211
JFK,2024-07-01,2024,133,4,0,2,2,10,15,166
JFK,2024-08-01,2024,293,31,1,7,4,57,9,402
JFK,2024-09-01,2024,0,0,0,0,0,0,0,0
JFK,2024-10-01,2024,1,1,0,0,0,0,1,3
JFK,2024-11-01,2024,0,0,0,0,0,0,0,0
JFK,2024-12-01,2024,18,2,0,0,0,0,0,20
LAS,2015-01-01,2015,2,1,0,0,0,0,0,3
LAS,2015-02-01,2015,7,2,0,0,0,3,3,15
LAS,2015-03-01,2015,5,0,0,2,0,0,2,9
LAS,2015-04-01,2015,0,0,0,0,0,0,0,0
LAS,2015-05-01,2015,1,0,0,0,0,0,0,1
LAS,2015-06-01,2015,2,0,0,0,1,0,1,4
LAS,2015-07-01,2015,1,0,0,0,1,0,0,2
LAS,2015-08-01,2015,4,3,1,1,0,0,1,10
LAS,2015-09-01,2015,2,0,0,0,0,0,0,2
LAS,2015-10-01,2015,2,2,0,0,0,1,2,7
LAS,2015-11-01,2015,1,0,0,0,0,0,0,1
LAS,2015-12-01,2015,5,0,0,0,0,0,0,5
LAS,2016-01-01,2016,38,6,0,4,1,4,4,57
LAS,2016-02-01,2016,1,1,0,0,0,0,0,2
LAS,2016-03-01,2016,7,0,0,0,0,0,1,8
LAS,2016-04-01,2016,11,2,0,2,0,0,1,16
LAS,2016-05-01,2016,3,0,0,0,0,0,0,3
LAS,2016-06-01,2016,9,1,0,0,0,0,1,11
LAS,2016-07-01,2016,6,1,0,0,0,0,1,8
LAS,2016-08-01,2016,5,3,0,0,0,0,0,8
LAS,2016-09-01,2016,4,0,0,1,0,0,0,5
LAS,2016-10-01,2016,11,0,0,0,0,0,0,11
LAS,2016-11-01,2016,1,0,0,1,0,0,0,2
LAS,2016-12-01,2016,7,1,0,2,0,0,1,11
LAS,2017-01-01,2017,33,6,0,2,0,0,4,45
LAS,2017-02-01,2017,20,1,0,0,0,0,2,23
LAS,2017-03-01,2017,16,0,0,0,3,0,2,21
LAS,2017-04-01,2017,2,0,0,11,0,0,0,13
LAS,2017-05-01,2017,7,2,0,17,0,0,1,27
LAS,2017-06-01,2017,2,0,0,4,0,1,1,8
LAS,2017-07-01,2017,5,0,3,0,0,0,2,10
LAS,2017-08-01,2017,27,2,0,0,0,1,1,31
LAS,2017-09-01,2017,14,2,0,0,0,10,1,27
LAS,2017-10-01,2017,12,0,0,0,0,0,0,12
LAS,2017-11-01,2017,5,0,0,0,0,0,0,5
LAS,2017-12-01,2017,0,0,0,0,3,2,4,9
LAS,2018-01-01,2018,4,0,0,3,0,0,0,7
LAS,2018-02-01,2018,1,0,0,0,0,0,1,2
LAS,2018-03-01,2018,11,2,0,0,0,0,1,14
LAS,2018-04-01,2018,4,1,0,0,0,0,1,6
LAS,2018-05-01,2018,8,1,0,0,0,0,0,9
LAS,2018-06-01,2018,4,2,0,3,0,0,2,11
LAS,2018-07-01,2018,9,3,0,0,0,0,0,12
LAS,2018-08-01,2018,17,1,0,1,0,0,2,21
LAS,2018-09-01,2018,2,0,0,2,0,1,0,5
LAS,2018-10-01,2018,2,0,0,1,0,0,0,3
LAS,2018-11-01,2018,3,0,0,0,0,0,0,3
LAS,2018-12-01,2018,7,2,0,0,0,0,0,9
LAS,2019-01-01,2019,20,2,0,0,1,0,0,23
LAS,2019-02-01,2019,22,6,1,1,0,0,0,30
LAS,2019-03-01,2019,1,0,0,0,0,0,0,1
LAS,2019-04-01,2019,9,1,0,1,0,0,0,11
LAS,2019-05-01,2019,5,0,0,0,0,0,0,5
LAS,2019-06-01,2019,7,7,0,1,1,1,3,20
LAS,2019-07-01,2019,6,3,0,1,0,0,1,11
LAS,2019-08-01,2019,4,2,0,0,1,1,0,8
LAS,2019-09-01,2019,1,1,0,10,0,0,0,12
LAS,2019-10-01,2019,3,2,0,0,1,0,0,6
LAS,2019-11-01,2019,13,2,0,3,0,0,0,18
LAS,2019-12-01,2019,18,6,0,0,0,0,0,24
LAS,2020-01-01,2020,5,0,0,0,0,0,0,5
LAS,2020-02-01,2020,1,0,0,0,0,0,0,1
LAS,2020-03-01,2020,101,63,0,2,196,1,3,366
LAS,2020-04-01,2020,0,0,0,0,0,0,0,0
LAS,2020-05-01,2020,0,0,0,0,0,0,0,0
LAS,2020-06-01,2020,0,0,0,0,0,0,0,0
LAS,2020-07-01,2020,0,0,0,0,0,0,0,0
LAS,2020-08-01,2020,0,0,0,0,0,0,0,0
LAS,2020-09-01,2020,0,0,0,0,0,0,0,0
LAS,2020-10-01,2020,0,0,0,0,0,0,0,0
LAS,2020-11-01,2020,0,0,0,0,0,0,0,0
LAS,2020-12-01,2020,0,0,0,0,3,1,0,4
LAS,2021-01-01,2021,0,0,0,0,0,0,1,1
LAS,2021-02-01,2021,0,0,0,0,0,0,0,0
LAS,2021-03-01,2021,0,0,0,0,0,0,0,0
LAS,2021-04-01,2021,1,0,0,0,0,1,0,2
LAS,2021-05-01,2021,0,0,0,0,0,0,0,0
LAS,2021-06-01,2021,2,1,0,0,1,0,5,9
LAS,2021-07-01,2021,2,18,0,2,4,0,1,27
LAS,2021-08-01,2021,3,1,0,0,0,0,4,8
LAS,2021-09-01,2021,3,7,0,0,2,0,1,13
LAS,2021-10-01,2021,6,2,0,0,2,0,2,12
LAS,2021-11-01,2021,1,0,0,0,0,0,0,1
LAS,2021-12-01,2021,10,7,0,0,0,2,2,21
LAS,2022-01-01,2022,0,0,0,0,0,0,3,3
LAS,2022-02-01,2022,2,0,0,0,0,0,0,2
LAS,2022-03-01,2022,5,3,0,10,0,0,2,20
LAS,2022-04-01,2022,5,4,0,2,0,3,1,15
LAS,2022-05-01,2022,19,2,0,0,0,0,1,22
LAS,2022-06-01,2022,7,6,0,0,5,0,1,19
LAS,2022-07-01,2022,21,4,0,0,0,0,1,26
LAS,2022-08-01,2022,20,2,1,1,0,2,0,26
LAS,2022-09-01,2022,22,12,0,0,2,0,0,36
LAS,2022-10-01,2022,0,0,0,0,0,0,2,2
LAS,2022-11-01,2022,6,0,0,0,0,0,1,7
LAS,2022-12-01,2022,7,1,0,1,0,0,2,11
LAS,2023-01-01,2023,61,13,14,4,0,2,6,100
LAS,2023-02-01,2023,38,0,0,0,1,0,0,39
LAS,2023-03-01,2023,42,10,1,3,1,0,3,60
LAS,2023-04-01,2023,38,25,0,76,1,0,0,140
LAS,2023-05-01,2023,3,10,0,40,0,0,1,54
LAS,2023-06-01,2023,5,0,0,1,0,0,1,7
LAS,2023-07-01,2023,26,1,0,0,0,0,1,28
LAS,2023-08-01,2023,16,4,0,0,1,0,0,21
LAS,2023-09-01,2023,29,2,1,1,0,0,0,33
LAS,2023-10-01,2023,1,0,0,0,0,0,1,2
LAS,2023-11-01,2023,2,0,0,0,0,0,1,3
LAS,2023-12-01,2023,0,1,0,0,0,0,0,1
LAS,2024-01-01,2024,17,2,0,1,0,0,1,21
LAS,2024-02-01,2024,52,7,0,2,0,0,0,61
LAS,2024-03-01,2024,19,6,0,3,0,0,0,28
LAS,2024-04-01,2024,2,0,0,0,0,0,1,3
LAS,2024-05-01,2024,2,0,0,0,0,0,0,2
LAS,2024-06-01,2024,1,2,0,0,0,0,1,4
LAS,2024-07-01,2024,2,5,0,0,1,3,0,11
LAS,2024-08-01,2024,5,2,0,1,1,0,0,9
LAS,2024-09-01,2024,0,1,0,0,3,0,0,4
LAS,2024-10-01,2024,7,0,0,0,0,0,0,7
LAS,2024-11-01,2024,2,2,0,0,0,0,1,5
LAS,2024-12-01,2024,3,1,0,0,0,0,0,4
LAX,2015-01-01,2015,14,16,0,0,0,0,1,31
LAX,2015-02-01,2015,35,7,0,1,3,3,1,50
LAX,2015-03-01,2015,9,4,0,15,0,0,1,29
LAX,2015-04-01,2015,2,0,0,1,0,0,0,3
LAX,2015-05-01,2015,9,1,0,0,0,0,1,11
LAX,2015-06-01,2015,8,3,0,2,2,0,1,16
LAX,2015-07-01,2015,16,2,0,29,2,0,1,50
LAX,2015-08-01,2015,8,4,1,5,1,0,1,20
LAX,2015-09-01,2015,12,1,0,2,0,0,0,15
LAX,2015-10-01,2015,5,5,0,1,0,0,0,11
LAX,2015-11-01,2015,4,5,0,1,3,0,0,13
LAX,2015-12-01,2015,19,1,0,0,0,0,0,20
LAX,2016-01-01,2016,31,23,0,0,0,0,0,54
LAX,2016-02-01,2016,6,5,0,0,0,0,0,11
LAX,2016-03-01,2016,29,3,0,0,0,0,0,32
LAX,2016-04-01,2016,14,1,0,0,1,0,0,16
LAX,2016-05-01,2016,16,3,2,0,0,0,0,21
LAX,2016-06-01,2016,3,2,0,1,0,0,0,6
LAX,2016-07-01,2016,10,9,0,0,2,0,0,21
LAX,2016-08-01,2016,17,7,0,0,0,0,0,24
LAX,2016-09-01,2016,12,3,0,1,0,0,1,17
LAX,2016-10-01,2016,40,3,0,0,0,0,0,43
LAX,2016-11-01,2016,6,1,0,0,0,0,0,7
LAX,2016-12-01,2016,20,9,0,32,0,0,0,61
LAX,2017-01-01,2017,56,13,0,15,1,0,0,85
LAX,2017-02-01,2017,60,4,5,5,1,0,0,75
LAX,2017-03-01,2017,28,7,0,5,21,0,0,61
LAX,2017-04-01,2017,12,7,0,45,3,0,0,67
LAX,2017-05-01,2017,30,12,1,54,2,0,0,99
LAX,2017-06-01,2017,14,2,0,3,1,0,0,20
LAX,2017-07-01,2017,11,6,1,0,1,0,0,19
LAX,2017-08-01,2017,35,13,0,0,0,0,0,48
LAX,2017-09-01,2017,24,31,0,0,2,0,0,57
LAX,2017-10-01,2017,31,1,0,9,0,0,0,41
LAX,2017-11-01,2017,15,4,0,0,0,0,0,19
LAX,2017-12-01,2017,0,9,0,1,2,0,0,12
LAX,2018-01-01,2018,18,6,0,1,0,0,0,25
LAX,2018-02-01,2018,3,0,0,5,0,0,0,8
LAX,2018-03-01,2018,46,3,0,0,0,0,0,49
LAX,2018-04-01,2018,15,3,0,6,0,0,0,24
LAX,2018-05-01,2018,33,2,0,3,0,0,0,38
LAX,2018-06-01,2018,11,8,0,2,0,0,0,21
LAX,2018-07-01,2018,8,11,0,0,0,0,0,19
LAX,2018-08-01,2018,49,10,0,0,2,0,0,61
LAX,2018-09-01,2018,9,6,0,6,0,0,0,21
LAX,2018-10-01,2018,10,2,0,0,0,0,0,12
LAX,2018-11-01,2018,36,6,0,0,0,0,0,42
LAX,2018-12-01,2018,39,17,0,1,0,0,0,57
LAX,2019-01-01,2019,59,9,0,0,0,0,1,69
LAX,2019-02-01,2019,69,13,0,3,0,0,1,86
LAX,2019-03-01,2019,24,10,0,1,1,1,0,37
LAX,2019-04-01,2019,11,2,0,2,0,0,1,16
LAX,2019-05-01,2019,17,6,0,0,1,0,1,25
LAX,2019-06-01,2019,17,30,1,5,2,0,3,58
